year,country,gdp_per_capita,labor_productivity,pgf
1989,CHE,60728.48,58.71,12.1131
1990,CHE,62161.34,59.21,12.1926
1991,CHE,60841.77,57.69,11.8227
1992,CHE,60263.26,58.2,11.7941
1993,CHE,59793.25,58.73,11.7876
1994,CHE,60139.52,59.14,11.8232
1995,CHE,59892.42,60.2,11.9113
1996,CHE,59347.64,61.49,12.0286
1997,CHE,59866.88,63.32,12.2915
1998,CHE,60856.17,64.08,12.4313
1999,CHE,61051.38,63.8,12.3674
2000,CHE,62641.38,65.86,12.7063
2001,CHE,62917.82,67.37,12.878
2002,CHE,62177.37,67.72,12.8392
2003,CHE,61478.24,67.4,12.7161
2004,CHE,62469.75,67.79,12.798
2005,CHE,63425.9,69.35,13.0281
2006,CHE,65435.39,71.09,13.331
2007,CHE,67292.64,72.46,13.5771
2008,CHE,68500.44,73.17,13.6883
2009,CHE,66277.53,71.53,13.2938
2010,CHE,67881.41,73.56,13.626
2011,CHE,68349.92,73.14,13.5784
2012,CHE,68425.51,73.43,13.5951
2013,CHE,68855.47,74.78,13.7665
2014,CHE,69618.87,75.52,13.8831
2015,CHE,69962.87,75.02,13.8106
2016,CHE,70634.61,75.5,13.8813
2017,CHE,70932.21,76.71,14.0147
2018,CHE,72425.72,78.48,14.2766
2019,CHE,72732.13,78.92,14.3006
2020,CHE,70487.42,80.03,14.2612
2021,CHE,72902.99,81.37,14.5464
2022,CHE,73750.79,82.01,14.645
1890,CHL,2183.41,1.82,1.1704
1891,CHL,2332.39,1.98,1.217
1892,CHL,2257.97,1.95,1.1785
1893,CHL,2341.84,2.05,1.2225
1894,CHL,2276.31,2.03,1.1962
1895,CHL,2408.02,2.18,1.2651
1896,CHL,2394.21,2.17,1.2451
1897,CHL,2315.16,2.1,1.2153
1898,CHL,2567.44,2.32,1.3558
1899,CHL,2555.76,2.31,1.3571
1900,CHL,2464.01,2.23,1.3075
1901,CHL,2636.09,2.38,1.4035
1902,CHL,2741.38,2.47,1.4593
1903,CHL,2436.79,2.19,1.3009
1904,CHL,2673.23,2.4,1.43
1905,CHL,2612.1,2.34,1.3951
1906,CHL,2813.04,2.51,1.4902
1907,CHL,3014.34,2.69,1.5784
1908,CHL,3254.18,2.92,1.6865
1909,CHL,3087.44,2.79,1.5989
1910,CHL,3351.7,3.06,1.7285
1911,CHL,3301.73,3.03,1.6949
1912,CHL,3468.34,3.21,1.7613
1913,CHL,3452.4,3.23,1.7323
1914,CHL,3210.75,3.04,1.6029
1915,CHL,3103.49,2.98,1.5557
1916,CHL,3339.27,3.25,1.6965
1917,CHL,3511.34,3.47,1.8014
1918,CHL,3584.73,3.59,1.8549
1919,CHL,3133.16,3.19,1.6396
1920,CHL,3358.72,3.47,1.7785
1921,CHL,3287.81,3.46,1.763
1922,CHL,3226.59,3.45,1.7492
1923,CHL,3621.54,3.93,1.985
1924,CHL,3794.94,4.18,2.1017
1925,CHL,3840.7,4.29,2.1421
1926,CHL,3858.44,4.36,2.166
1927,CHL,3703.0,4.24,2.0873
1928,CHL,4152.91,4.81,2.3477
1929,CHL,4405.69,5.17,2.4928
1930,CHL,4022.46,4.77,2.2524
1931,CHL,3222.0,3.83,1.774
1932,CHL,2816.03,3.35,1.5566
1933,CHL,3327.44,3.97,1.8598
1934,CHL,3738.52,4.47,2.1098
1935,CHL,3810.39,4.57,2.1647
1936,CHL,3936.27,4.74,2.2362
1937,CHL,4269.93,5.16,2.4304
1938,CHL,4394.55,5.33,2.5026
1939,CHL,4322.9,5.27,2.4606
1940,CHL,4461.56,5.46,2.5457
1941,CHL,4350.49,5.38,2.4937
1942,CHL,4456.64,5.58,2.5733
1943,CHL,4479.42,5.68,2.6114
1944,CHL,4466.24,5.74,2.6296
1945,CHL,4773.08,6.22,2.8359
1946,CHL,4985.19,6.58,2.9842
1947,CHL,4581.27,6.14,2.7548
1948,CHL,5074.46,6.9,3.0622
1949,CHL,4965.71,6.85,3.0142
1950,CHL,5156.0,5.76,2.6854
1951,CHL,5287.09,6.06,2.7968
1952,CHL,5531.85,6.45,2.9484
1953,CHL,5768.52,6.83,3.0912
1954,CHL,5634.49,6.78,3.0382
1955,CHL,5601.92,6.86,3.0469
1956,CHL,5548.38,6.92,3.0409
1957,CHL,5859.36,7.45,3.2463
1958,CHL,5814.5,7.55,3.2539
1959,CHL,5669.73,7.52,3.2102
1960,CHL,5843.46,7.91,3.3577
1961,CHL,5986.81,8.18,3.4434
1962,CHL,6135.28,8.46,3.5383
1963,CHL,6391.76,8.89,3.6841
1964,CHL,6405.5,8.98,3.673
1965,CHL,6338.29,8.94,3.624
1966,CHL,6939.69,9.84,3.9587
1967,CHL,7056.59,10.05,4.0178
1968,CHL,7204.65,10.3,4.0914
1969,CHL,7366.99,10.58,4.1746
1970,CHL,7407.46,10.78,4.2097
1971,CHL,7939.91,11.35,4.4262
1972,CHL,7693.25,10.79,4.2089
1973,CHL,7116.87,10.06,3.9102
1974,CHL,7048.05,10.45,4.0067
1975,CHL,6010.08,9.44,3.5487
1976,CHL,6105.45,9.62,3.625
1977,CHL,6605.83,10.15,3.8691
1978,CHL,7050.07,10.92,4.1674
1979,CHL,7527.43,11.63,4.4529
1980,CHL,7992.42,11.84,4.5907
1981,CHL,8285.17,12.21,4.7358
1982,CHL,6949.21,11.18,4.2055
1983,CHL,6767.31,10.37,3.9646
1984,CHL,7081.51,10.53,4.0766
1985,CHL,7145.98,10.16,3.9927
1986,CHL,7436.47,10.17,4.0473
1987,CHL,7790.67,10.42,4.1746
1988,CHL,8219.08,10.54,4.2643
1989,CHL,8936.04,11.02,4.4896
1990,CHL,9115.07,11.14,4.5099
1991,CHL,9663.21,11.87,4.7569
1992,CHL,10656.57,12.76,5.1179
1993,CHL,11201.63,13.06,5.2198
1994,CHL,11637.54,13.83,5.4186
1995,CHL,12656.82,15.29,5.8772
1996,CHL,13408.32,16.33,6.1365
1997,CHL,14204.23,17.64,6.4621
1998,CHL,14600.18,17.65,6.3864
1999,CHL,14368.07,18.04,6.33
2000,CHL,14885.93,18.71,6.4754
2001,CHL,15183.96,19.28,6.5586
2002,CHL,15497.2,19.47,6.554
2003,CHL,16051.89,19.75,6.6028
2004,CHL,16941.7,20.54,6.7998
2005,CHL,17717.81,21.67,7.049
2006,CHL,18626.29,22.53,7.2087
2007,CHL,19385.75,23.44,7.363
2008,CHL,19922.02,24.0,7.4007
2009,CHL,19508.21,24.15,7.2231
2010,CHL,20485.01,23.02,6.9736
2011,CHL,21520.07,23.52,7.0668
2012,CHL,22596.74,24.69,7.2827
2013,CHL,23121.13,25.06,7.2612
2014,CHL,23303.12,25.49,7.2371
2015,CHL,23561.12,25.61,7.1825
2016,CHL,23715.87,25.97,7.1783
2017,CHL,23708.93,25.89,7.0951
2018,CHL,24218.12,26.44,7.2004
2019,CHL,23943.76,26.42,7.124
2020,CHL,22066.87,29.81,7.5139
2021,CHL,24381.23,30.23,7.7748
2022,CHL,24725.28,28.32,7.3977
1890,DEU,5952.12,4.81,2.2834
1891,DEU,5921.03,4.83,2.2801
1892,DEU,5943.52,4.89,2.2967
1893,DEU,6312.21,5.23,2.4429
1894,DEU,6442.7,5.34,2.4872
1895,DEU,6541.4,5.43,2.5223
1896,DEU,6682.71,5.54,2.5639
1897,DEU,6773.99,5.62,2.5946
1898,DEU,7038.07,5.85,2.6874
1899,DEU,6926.14,5.77,2.6346
1900,DEU,6920.2,5.65,2.5801
1901,DEU,6875.03,5.83,2.6236
1902,DEU,6911.79,5.92,2.6478
1903,DEU,7074.66,6.08,2.7054
1904,DEU,7227.55,6.22,2.746
1905,DEU,7464.84,6.44,2.8203
1906,DEU,7386.12,6.38,2.7749
1907,DEU,7536.45,6.51,2.8128
1908,DEU,7775.58,6.8,2.9152
1909,DEU,7764.15,6.82,2.9165
1910,DEU,7793.13,6.83,2.9246
1911,DEU,8025.26,7.02,2.9958
1912,DEU,8147.45,7.13,3.0221
1913,DEU,8429.44,7.38,3.112
1914,DEU,7789.18,6.97,2.9201
1915,DEU,6779.03,6.44,2.6429
1916,DEU,6712.12,6.99,2.7842
1917,DEU,5749.53,6.33,2.4759
1918,DEU,5641.67,6.31,2.4504
1919,DEU,5422.94,5.99,2.2882
1920,DEU,6036.93,6.62,2.5453
1921,DEU,6332.34,7.05,2.7064
1922,DEU,6676.93,7.36,2.8228
1923,DEU,5762.85,6.57,2.4853
1924,DEU,6384.76,7.1,2.7026
1925,DEU,6800.79,7.08,2.7485
1926,DEU,6838.69,7.79,2.9401
1927,DEU,7495.24,7.63,2.9725
1928,DEU,7694.83,7.79,3.026
1929,DEU,7535.81,7.7,2.9722
1930,DEU,6992.85,7.91,2.9554
1931,DEU,6064.58,7.81,2.8062
1932,DEU,5540.86,7.88,2.7574
1933,DEU,5942.5,7.73,2.7916
1934,DEU,6514.55,7.64,2.8536
1935,DEU,7265.54,8.38,3.1426
1936,DEU,8044.53,8.42,3.2388
1937,DEU,8880.64,9.12,3.5081
1938,DEU,9625.43,9.39,3.6483
1939,DEU,11329.78,10.06,3.9868
1940,DEU,13058.51,10.02,4.1169
1941,DEU,14836.43,11.38,4.6613
1942,DEU,15547.85,11.25,4.6851
1943,DEU,16630.43,11.83,4.9435
1944,DEU,15349.2,12.18,4.9413
1945,DEU,5208.77,4.59,1.8267
1946,DEU,4383.87,5.35,1.9391
1947,DEU,5094.97,6.59,2.3744
1948,DEU,5960.22,7.31,2.6972
1949,DEU,7098.96,7.76,2.9672
1950,DEU,7619.7,7.95,3.0637
1951,DEU,8278.49,8.61,3.2974
1952,DEU,8981.07,9.31,3.5436
1953,DEU,9679.62,9.95,3.7668
1954,DEU,10317.34,10.47,3.9355
1955,DEU,11445.86,11.43,4.2669
1956,DEU,12172.87,12.12,4.4555
1957,DEU,12733.26,12.66,4.5754
1958,DEU,13131.03,13.18,4.6782
1959,DEU,14002.92,14.17,4.9449
1960,DEU,15063.98,15.34,5.2535
1961,DEU,15536.09,15.97,5.3548
1962,DEU,16059.3,16.91,5.5276
1963,DEU,16345.75,17.6,5.6185
1964,DEU,17259.54,18.65,5.8497
1965,DEU,17984.95,19.64,6.032
1966,DEU,18330.49,20.52,6.1492
1967,DEU,18231.2,21.59,6.257
1968,DEU,19172.42,22.92,6.5454
1969,DEU,20405.7,24.47,6.9036
1970,DEU,21239.47,25.46,7.0804
1971,DEU,21727.02,26.58,7.2355
1972,DEU,22554.84,27.9,7.4499
1973,DEU,23560.26,29.32,7.693
1974,DEU,23763.04,30.51,7.8099
1975,DEU,23646.9,31.65,7.8987
1976,DEU,24931.95,33.13,8.1914
1977,DEU,25816.59,34.5,8.4248
1978,DEU,26621.55,35.56,8.5959
1979,DEU,27718.62,36.58,8.7855
1980,DEU,28037.7,36.89,8.7812
1981,DEU,28144.75,37.5,8.8069
1982,DEU,28063.33,37.89,8.7845
1983,DEU,28582.31,39.13,8.9629
1984,DEU,29493.38,40.16,9.1378
1985,DEU,30249.13,41.09,9.2851
1986,DEU,30932.27,41.71,9.3849
1987,DEU,31354.68,42.28,9.4504
1988,DEU,32351.82,43.37,9.6615
1989,DEU,33372.32,44.88,9.939
1990,DEU,34821.98,46.47,10.2602
1991,DEU,36322.06,48.09,10.5739
1992,DEU,36778.2,49.31,10.7235
1993,DEU,36218.27,50.27,10.7327
1994,DEU,36992.71,51.57,10.9127
1995,DEU,37489.56,52.35,10.9837
1996,DEU,37718.13,53.23,11.0514
1997,DEU,38373.49,54.54,11.2184
1998,DEU,39177.07,55.09,11.2883
1999,DEU,39928.08,55.72,11.3621
2000,DEU,41073.71,57.1,11.5749
2001,DEU,41733.23,58.53,11.7552
2002,DEU,41619.47,59.08,11.7546
2003,DEU,41343.03,59.53,11.7401
2004,DEU,41876.48,60.07,11.8099
2005,DEU,42244.74,61.02,11.9238
2006,DEU,43945.18,62.0,12.1522
2007,DEU,45354.32,62.73,12.3089
2008,DEU,45919.36,62.75,12.2921
2009,DEU,43455.85,60.86,11.7716
2010,DEU,45384.18,62.26,12.0784
2011,DEU,47171.03,63.88,12.4019
2012,DEU,47279.66,64.27,12.421
2013,DEU,47357.15,64.58,12.4325
2014,DEU,48201.96,65.25,12.564
2015,DEU,48499.63,65.58,12.62
2016,DEU,49182.44,66.47,12.7781
2017,DEU,50312.62,67.65,12.9887
2018,DEU,50653.87,67.79,12.9924
2019,DEU,51073.72,68.31,13.0458
2020,DEU,49145.42,68.98,12.9311
2021,DEU,50415.24,69.58,13.0642
2022,DEU,50963.38,69.92,13.1319
1890,DNK,4587.89,3.55,2.2758
1891,DNK,4645.96,3.62,2.306
1892,DNK,4723.44,3.71,2.344
1893,DNK,4779.71,3.76,2.3698
1894,DNK,4831.88,3.81,2.3917
1895,DNK,5036.97,4.02,2.5093
1896,DNK,5156.19,4.15,2.5729
1897,DNK,5205.64,4.23,2.5904
1898,DNK,5217.65,4.28,2.5797
1899,DNK,5367.66,4.44,2.6255
1900,DNK,5484.96,4.57,2.6584
1901,DNK,5644.22,4.72,2.7066
1902,DNK,5711.26,4.78,2.7107
1903,DNK,5982.59,5.02,2.812
1904,DNK,6046.75,5.06,2.8082
1905,DNK,6083.83,5.09,2.7981
1906,DNK,6185.33,5.18,2.8255
1907,DNK,6338.94,5.32,2.867
1908,DNK,6458.62,5.43,2.8977
1909,DNK,6623.02,5.58,2.9586
1910,DNK,6736.78,5.69,2.999
1911,DNK,7012.39,5.93,3.1086
1912,DNK,6931.59,5.87,3.0589
1913,DNK,7113.31,6.02,3.1198
1914,DNK,7473.76,6.35,3.2686
1915,DNK,6869.27,5.85,2.9987
1916,DNK,7075.29,6.01,3.0741
1917,DNK,6575.86,5.59,2.8509
1918,DNK,6288.61,5.35,2.7199
1919,DNK,7017.78,6.46,3.2008
1920,DNK,7258.45,7.19,3.4844
1921,DNK,6956.74,6.55,3.2185
1922,DNK,7575.48,7.09,3.4829
1923,DNK,8289.07,7.7,3.7773
1924,DNK,8233.4,7.61,3.7187
1925,DNK,7961.0,7.32,3.5647
1926,DNK,8359.75,7.64,3.7115
1927,DNK,8469.29,7.72,3.7374
1928,DNK,8701.19,7.89,3.8114
1929,DNK,9228.28,8.32,4.0094
1930,DNK,9710.9,8.72,4.1834
1931,DNK,9744.46,8.76,4.163
1932,DNK,9399.26,8.49,3.9919
1933,DNK,9619.52,8.68,4.066
1934,DNK,9822.33,8.88,4.132
1935,DNK,9963.46,9.01,4.1541
1936,DNK,10136.33,9.18,4.1987
1937,DNK,10306.7,9.35,4.2483
1938,DNK,10477.48,9.55,4.3065
1939,DNK,10896.7,9.93,4.4544
1940,DNK,9302.7,8.6,3.8118
1941,DNK,8316.23,7.63,3.3858
1942,DNK,8415.84,7.78,3.4431
1943,DNK,9236.64,8.62,3.7988
1944,DNK,10078.77,10.14,4.3582
1945,DNK,9211.52,9.37,4.0102
1946,DNK,10503.44,10.83,4.6151
1947,DNK,10972.88,11.46,4.8313
1948,DNK,11151.38,11.74,4.899
1949,DNK,11808.41,12.47,5.1389
1950,DNK,12624.32,13.41,5.4351
1951,DNK,12612.29,13.44,5.3522
1952,DNK,12646.38,13.79,5.3735
1953,DNK,13257.96,14.36,5.523
1954,DNK,13402.91,14.62,5.523
1955,DNK,13446.64,14.93,5.524
1956,DNK,13525.55,15.3,5.5643
1957,DNK,14482.56,16.54,5.9304
1958,DNK,14719.16,16.98,5.9963
1959,DNK,15704.53,18.02,6.3031
1960,DNK,16022.14,18.31,6.3246
1961,DNK,16919.3,19.07,6.5154
1962,DNK,17714.61,19.7,6.6404
1963,DNK,17685.81,19.46,6.4699
1964,DNK,19186.4,20.72,6.8274
1965,DNK,19906.02,21.14,6.8694
1966,DNK,20285.6,21.22,6.795
1967,DNK,21239.36,22.73,7.1175
1968,DNK,22282.71,24.37,7.4529
1969,DNK,23602.27,26.03,7.8105
1970,DNK,23799.65,26.41,7.7683
1971,DNK,24391.34,27.75,7.9611
1972,DNK,25202.51,29.23,8.205
1973,DNK,26077.32,30.82,8.4568
1974,DNK,25667.08,31.02,8.3123
1975,DNK,25218.22,32.3,8.3914
1976,DNK,26643.85,33.49,8.6612
1977,DNK,27056.83,34.73,8.8174
1978,DNK,27572.51,35.73,8.9457
1979,DNK,28566.57,36.96,9.1605
1980,DNK,28395.31,36.67,9.0012
1981,DNK,28217.18,37.75,9.0958
1982,DNK,29279.73,38.8,9.3348
1983,DNK,30063.34,39.96,9.5559
1984,DNK,31334.21,41.17,9.8272
1985,DNK,32576.0,42.21,10.0572
1986,DNK,34126.87,43.12,10.2781
1987,DNK,34166.93,44.0,10.3259
1988,DNK,34142.3,44.86,10.3602
1989,DNK,34349.19,45.8,10.4445
1990,DNK,34801.68,47.14,10.6227
1991,DNK,35190.83,48.38,10.7869
1992,DNK,35761.56,49.21,10.9194
1993,DNK,35641.32,50.15,11.0087
1994,DNK,37419.29,53.35,11.6273
1995,DNK,38375.28,54.14,11.7976
1996,DNK,39248.06,55.43,12.0252
1997,DNK,40351.52,55.84,12.1224
1998,DNK,41106.58,55.77,12.0976
1999,DNK,42175.25,56.34,12.1892
2000,DNK,43616.15,57.65,12.4296
2001,DNK,43819.21,57.44,12.3255
2002,DNK,43867.97,57.91,12.3194
2003,DNK,43924.7,58.87,12.3948
2004,DNK,44988.19,60.75,12.69
2005,DNK,45903.47,61.58,12.8166
2006,DNK,47541.76,62.39,12.991
2007,DNK,47771.94,62.51,12.9249
2008,DNK,47241.82,61.58,12.6622
2009,DNK,44679.85,61.01,12.3011
2010,DNK,45318.88,63.4,12.6522
2011,DNK,45735.06,63.62,12.6953
2012,DNK,45666.47,64.83,12.8367
2013,DNK,45912.04,65.34,12.9011
2014,DNK,46407.5,66.38,13.0613
2015,DNK,47168.65,67.33,13.2342
2016,DNK,48300.19,68.13,13.4143
2017,DNK,49352.97,69.4,13.6293
2018,DNK,50082.93,70.93,13.8413
2019,DNK,50629.93,71.46,13.891
2020,DNK,49292.25,71.88,13.7732
2021,DNK,52450.15,73.97,14.2536
2022,DNK,53765.48,72.69,14.1043
1890,EA,4380.64,3.18,1.6245
1891,EA,4375.35,3.2,1.6217
1892,EA,4440.29,3.26,1.6446
1893,EA,4510.26,3.34,1.6728
1894,EA,4655.75,3.44,1.7172
1895,EA,4672.05,3.45,1.7159
1896,EA,4732.06,3.48,1.7272
1897,EA,4748.98,3.49,1.7261
1898,EA,4935.08,3.63,1.7881
1899,EA,4961.95,3.65,1.7873
1900,EA,4994.02,3.64,1.78
1901,EA,4967.38,3.68,1.7792
1902,EA,5002.11,3.74,1.7968
1903,EA,5092.43,3.82,1.8274
1904,EA,5177.97,3.9,1.8517
1905,EA,5301.93,4.01,1.8908
1906,EA,5317.88,4.04,1.8923
1907,EA,5483.7,4.17,1.9441
1908,EA,5579.17,4.25,1.9721
1909,EA,5630.89,4.32,1.993
1910,EA,5585.85,4.31,1.9785
1911,EA,5857.8,4.54,2.069
1912,EA,5996.39,4.66,2.1102
1913,EA,6064.4,4.72,2.1198
1914,EA,5559.63,4.37,1.9497
1915,EA,5038.6,4.05,1.7891
1916,EA,5208.56,4.3,1.8814
1917,EA,4810.02,4.06,1.7631
1918,EA,4621.53,4.02,1.7292
1919,EA,4658.63,4.17,1.7711
1920,EA,5065.15,4.55,1.9367
1921,EA,5174.99,4.78,2.0182
1922,EA,5615.47,5.21,2.1907
1923,EA,5489.8,5.22,2.173
1924,EA,5876.99,5.6,2.3243
1925,EA,6128.62,5.78,2.3988
1926,EA,6203.3,6.08,2.4851
1927,EA,6423.08,6.13,2.5145
1928,EA,6642.79,6.38,2.5984
1929,EA,6820.88,6.53,2.6492
1930,EA,6505.26,6.52,2.5911
1931,EA,6061.73,6.48,2.5118
1932,EA,5778.99,6.52,2.4785
1933,EA,5892.6,6.47,2.4799
1934,EA,6014.83,6.47,2.4937
1935,EA,6281.12,6.67,2.5753
1936,EA,6349.63,6.54,2.5422
1937,EA,6746.03,6.99,2.7063
1938,EA,6948.74,7.07,2.7445
1939,EA,7621.89,7.49,2.9291
1940,EA,7742.32,7.27,2.8774
1941,EA,8157.08,7.71,3.0503
1942,EA,8281.07,7.64,3.054
1943,EA,8392.43,7.68,3.0883
1944,EA,7514.02,7.08,2.8427
1945,EA,4409.68,4.31,1.7348
1946,EA,4999.71,5.38,2.1227
1947,EA,5549.98,6.05,2.3854
1948,EA,6089.39,6.55,2.5913
1949,EA,6639.22,7.01,2.7777
1950,EA,7055.12,7.5,2.9463
1951,EA,7543.71,8.01,3.1219
1952,EA,7884.7,8.39,3.2441
1953,EA,8296.69,8.84,3.3924
1954,EA,8735.13,9.24,3.5237
1955,EA,9342.52,9.85,3.7251
1956,EA,9811.57,10.39,3.8769
1957,EA,10210.52,10.86,3.9946
1958,EA,10465.65,11.23,4.0705
1959,EA,10886.72,11.8,4.2145
1960,EA,11579.61,12.62,4.4391
1961,EA,12131.95,13.38,4.6225
1962,EA,12724.12,14.27,4.8325
1963,EA,13241.78,15.1,5.0134
1964,EA,13960.95,16.02,5.2331
1965,EA,14543.1,17.01,5.4369
1966,EA,15079.64,17.88,5.6005
1967,EA,15546.51,18.85,5.7733
1968,EA,16330.36,20.08,6.0385
1969,EA,17389.71,21.57,6.3771
1970,EA,18285.86,22.8,6.6248
1971,EA,18841.8,23.84,6.7835
1972,EA,19634.91,25.24,7.0328
1973,EA,20732.1,26.12,7.2056
1974,EA,21289.39,27.28,7.367
1975,EA,21048.25,27.75,7.3268
1976,EA,22033.93,28.99,7.5695
1977,EA,22617.87,30.18,7.7612
1978,EA,23223.84,31.33,7.9441
1979,EA,24020.18,32.46,8.1408
1980,EA,24447.34,33.2,8.2302
1981,EA,24477.21,33.7,8.2372
1982,EA,24578.56,34.44,8.3034
1983,EA,24870.86,35.28,8.4092
1984,EA,25422.54,36.44,8.5951
1985,EA,25972.87,37.38,8.7484
1986,EA,26568.1,38.06,8.8602
1987,EA,27192.9,38.6,8.9498
1988,EA,28264.97,39.72,9.176
1989,EA,29297.86,40.98,9.4088
1990,EA,30205.55,41.83,9.554
1991,EA,30875.88,42.65,9.6678
1992,EA,31167.93,43.56,9.7583
1993,EA,30823.74,44.23,9.7555
1994,EA,31484.08,45.46,9.9478
1995,EA,32169.44,46.26,10.0718
1996,EA,32625.82,46.77,10.1275
1997,EA,33418.91,47.66,10.2697
1998,EA,34352.95,48.16,10.3649
1999,EA,35279.46,48.83,10.4765
2000,EA,36518.39,50.01,10.6856
2001,EA,37208.57,50.77,10.7781
2002,EA,37368.71,51.21,10.7867
2003,EA,37416.98,51.46,10.7689
2004,EA,38074.87,52.08,10.8615
2005,EA,38507.61,52.55,10.9116
2006,EA,39574.1,53.3,11.0506
2007,EA,40545.41,53.78,11.1384
2008,EA,40516.63,53.67,11.0493
2009,EA,38568.44,53.06,10.7367
2010,EA,39296.44,54.38,10.9466
2011,EA,39860.24,55.23,11.0764
2012,EA,39423.23,55.58,11.0508
2013,EA,39270.96,56.11,11.0815
2014,EA,39746.45,56.51,11.1536
2015,EA,40438.54,57.15,11.2779
2016,EA,41068.7,57.32,11.3237
2017,EA,42059.39,58.18,11.4875
2018,EA,42704.78,58.24,11.507
2019,EA,43252.96,58.61,11.5609
2020,EA,40577.23,59.79,11.4448
2021,EA,42795.02,59.81,11.5915
2022,EA,44045.31,59.75,11.6516
1890,ESP,3979.88,4.09,2.4605
1891,ESP,4052.38,4.17,2.4963
1892,ESP,4336.84,4.46,2.6597
1893,ESP,4166.41,4.28,2.5443
1894,ESP,4194.34,4.31,2.5518
1895,ESP,4139.05,4.25,2.5098
1896,ESP,3792.28,3.89,2.2874
1897,ESP,3967.26,4.07,2.3866
1898,ESP,4254.0,4.36,2.5484
1899,ESP,4303.01,4.42,2.5715
1900,ESP,4377.32,4.49,2.5987
1901,ESP,4658.48,4.77,2.7359
1902,ESP,4492.02,4.6,2.6235
1903,ESP,4481.64,4.6,2.6097
1904,ESP,4436.03,4.55,2.5737
1905,ESP,4355.31,4.47,2.5116
1906,ESP,4536.7,4.67,2.6175
1907,ESP,4647.18,4.79,2.6763
1908,ESP,4796.08,4.95,2.7538
1909,ESP,4845.88,5.01,2.773
1910,ESP,4644.01,4.81,2.6473
1911,ESP,4943.22,5.18,2.8266
1912,ESP,4873.3,5.1,2.7679
1913,ESP,5037.35,5.27,2.8345
1914,ESP,4934.57,5.17,2.7569
1915,ESP,4981.72,5.25,2.7754
1916,ESP,5178.55,5.48,2.8872
1917,ESP,5080.98,5.41,2.8393
1918,ESP,5011.47,5.41,2.8249
1919,ESP,5009.11,5.42,2.8331
1920,ESP,5335.25,5.79,3.0235
1921,ESP,5421.58,5.9,3.0694
1922,ESP,5596.06,6.1,3.1645
1923,ESP,5611.52,6.13,3.1668
1924,ESP,5712.2,6.25,3.2136
1925,ESP,6005.07,6.59,3.3605
1926,ESP,5922.7,6.51,3.2967
1927,ESP,6371.13,7.02,3.5227
1928,ESP,6331.99,6.98,3.4718
1929,ESP,6711.76,7.41,3.6431
1930,ESP,6421.33,7.09,3.441
1931,ESP,6197.06,6.82,3.2791
1932,ESP,6271.98,6.88,3.3088
1933,ESP,6091.88,6.72,3.2291
1934,ESP,6263.04,6.9,3.3204
1935,ESP,6329.16,6.98,3.3613
1936,ESP,4873.69,5.49,2.6289
1937,ESP,4429.99,5.0,2.4156
1938,ESP,4386.98,4.94,2.4201
1939,ESP,4691.89,5.28,2.6183
1940,ESP,5098.09,5.92,2.9216
1941,ESP,4973.5,5.73,2.8456
1942,ESP,5210.48,5.97,2.9592
1943,ESP,5360.75,6.09,3.0139
1944,ESP,5566.25,6.31,3.1081
1945,ESP,5149.93,5.79,2.8474
1946,ESP,5339.23,5.96,2.929
1947,ESP,5385.07,5.97,2.9298
1948,ESP,5356.2,5.91,2.8869
1949,ESP,5280.45,5.79,2.8042
1950,ESP,5364.13,5.86,2.8228
1951,ESP,5848.16,6.44,3.0698
1952,ESP,6269.6,6.95,3.2942
1953,ESP,6194.01,6.89,3.2459
1954,ESP,6605.62,7.31,3.4244
1955,ESP,6808.36,7.56,3.5095
1956,ESP,7297.36,8.12,3.7146
1957,ESP,7464.59,8.3,3.7471
1958,ESP,7718.71,8.57,3.8278
1959,ESP,7475.21,8.51,3.7234
1960,ESP,7527.16,8.71,3.7528
1961,ESP,8413.77,9.89,4.1968
1962,ESP,9294.45,11.02,4.6016
1963,ESP,10154.27,12.18,4.994
1964,ESP,11042.55,13.6,5.4471
1965,ESP,11646.34,14.43,5.6645
1966,ESP,12388.15,15.34,5.895
1967,ESP,13058.47,16.22,6.0929
1968,ESP,13662.62,17.38,6.3464
