year,country,gdp_per_capita,labor_productivity,pgf
1969,ESP,14746.79,18.83,6.7205
1970,ESP,15419.31,19.63,6.8567
1971,ESP,15988.02,20.43,6.9803
1972,ESP,17136.62,22.08,7.3875
1973,ESP,18305.77,23.47,7.7025
1974,ESP,19148.93,24.54,7.8709
1975,ESP,19053.29,24.96,7.7723
1976,ESP,19451.6,25.97,7.8878
1977,ESP,19767.25,26.93,7.9937
1978,ESP,19832.31,28.19,8.1364
1979,ESP,19664.09,29.34,8.2308
1980,ESP,19883.06,31.11,8.51
1981,ESP,19735.15,32.41,8.6579
1982,ESP,19874.27,33.48,8.8025
1983,ESP,20131.08,34.79,9.0042
1984,ESP,20406.84,37.11,9.393
1985,ESP,20803.99,38.58,9.656
1986,ESP,21415.58,39.11,9.7742
1987,ESP,22547.94,39.57,9.9352
1988,ESP,23644.57,40.27,10.1075
1989,ESP,24738.01,41.02,10.2602
1990,ESP,25634.43,40.97,10.2222
1991,ESP,26240.52,41.3,10.2089
1992,ESP,26422.61,42.47,10.2962
1993,ESP,26092.99,43.46,10.3091
1994,ESP,26667.02,44.73,10.4988
1995,ESP,27362.76,45.1,10.55
1996,ESP,27974.3,45.6,10.6101
1997,ESP,28890.01,45.53,10.6133
1998,ESP,30036.11,45.31,10.6114
1999,ESP,31263.93,45.15,10.6073
2000,ESP,32754.14,45.36,10.6749
2001,ESP,33865.61,45.43,10.6759
2002,ESP,34238.27,45.5,10.6407
2003,ESP,34613.56,45.64,10.625
2004,ESP,35142.33,45.79,10.6108
2005,ESP,35755.48,45.96,10.6179
2006,ESP,36636.81,46.23,10.6479
2007,ESP,37222.85,46.74,10.6941
2008,ESP,36942.86,46.86,10.5948
2009,ESP,35257.93,47.99,10.526
2010,ESP,35167.53,49.21,10.6437
2011,ESP,34751.43,49.94,10.6658
2012,ESP,33701.43,50.9,10.6682
2013,ESP,33351.98,51.66,10.7034
2014,ESP,33918.04,51.82,10.7496
2015,ESP,35254.12,52.23,10.9053
2016,ESP,36293.99,52.47,11.0066
2017,ESP,37307.35,52.92,11.1376
2018,ESP,37999.62,52.8,11.1525
2019,ESP,38443.73,53.1,11.211
2020,ESP,33909.61,53.11,10.7632
2021,ESP,35799.53,52.29,10.7871
2022,ESP,37526.47,52.99,11.0312
1890,FIN,2391.46,2.02,1.153
1891,FIN,2336.67,2.01,1.1363
1892,FIN,2213.0,1.93,1.0841
1893,FIN,2319.11,2.0,1.1147
1894,FIN,2420.37,2.11,1.1755
1895,FIN,2581.2,2.15,1.2025
1896,FIN,2714.81,2.22,1.2481
1897,FIN,2806.51,2.31,1.2881
1898,FIN,2884.82,2.4,1.3309
1899,FIN,2778.95,2.35,1.2872
1900,FIN,2885.33,2.48,1.3404
1901,FIN,2829.98,2.49,1.3268
1902,FIN,2752.86,2.45,1.2915
1903,FIN,2913.26,2.59,1.3566
1904,FIN,2995.52,2.66,1.3898
1905,FIN,3013.76,2.66,1.3846
1906,FIN,3104.09,2.73,1.4147
1907,FIN,3173.07,2.77,1.4323
1908,FIN,3164.44,2.79,1.433
1909,FIN,3262.12,2.92,1.4818
1910,FIN,3299.46,2.96,1.4938
1911,FIN,3352.72,2.98,1.5044
1912,FIN,3496.8,3.12,1.5676
1913,FIN,3651.34,3.26,1.6222
1914,FIN,3460.95,3.18,1.5609
1915,FIN,3252.51,3.09,1.4898
1916,FIN,3276.63,3.16,1.5137
1917,FIN,2733.96,2.79,1.3139
1918,FIN,2370.56,2.5,1.1654
1919,FIN,2869.97,2.95,1.3834
1920,FIN,3193.98,3.17,1.5009
1921,FIN,3262.17,3.39,1.5856
1922,FIN,3557.23,3.65,1.7169
1923,FIN,3782.19,3.86,1.8105
1924,FIN,3848.31,4.01,1.8621
1925,FIN,4025.55,4.24,1.9503
1926,FIN,4137.69,4.28,1.9707
1927,FIN,4420.39,4.5,2.0638
1928,FIN,4682.96,4.65,2.1307
1929,FIN,4701.55,4.85,2.1631
1930,FIN,4608.59,5.31,2.2689
1931,FIN,4462.7,5.58,2.3147
1932,FIN,4408.18,5.28,2.2158
1933,FIN,4674.87,5.45,2.2977
1934,FIN,5168.94,5.67,2.4267
1935,FIN,5348.97,5.71,2.453
1936,FIN,5671.71,5.9,2.5328
1937,FIN,5951.9,5.9,2.5462
1938,FIN,6209.91,5.95,2.5673
1939,FIN,5897.37,6.08,2.5342
1940,FIN,5569.64,5.47,2.2856
1941,FIN,5747.98,5.71,2.3543
1942,FIN,5756.94,5.76,2.3704
1943,FIN,6394.38,6.2,2.5756
1944,FIN,6374.85,5.95,2.497
1945,FIN,5975.92,6.0,2.4703
1946,FIN,6371.36,6.26,2.593
1947,FIN,6428.86,6.41,2.6322
1948,FIN,6844.31,6.47,2.6798
1949,FIN,7166.9,7.07,2.8619
1950,FIN,7357.44,7.24,2.8957
1951,FIN,7909.93,7.78,3.073
1952,FIN,8085.11,7.97,3.1018
1953,FIN,8048.34,7.95,3.0473
1954,FIN,8652.62,8.57,3.2328
1955,FIN,8989.42,8.92,3.3382
1956,FIN,9159.63,9.11,3.3512
1957,FIN,9498.17,9.38,3.4004
1958,FIN,9471.52,9.29,3.3216
1959,FIN,9952.11,10.17,3.5409
1960,FIN,10779.45,10.78,3.7193
1961,FIN,11519.4,11.47,3.8947
1962,FIN,11782.47,11.8,3.9266
1963,FIN,12079.73,12.24,3.9951
1964,FIN,12646.32,12.57,4.0667
1965,FIN,13272.66,13.22,4.211
1966,FIN,13536.98,13.67,4.2667
1967,FIN,13755.74,14.39,4.3795
1968,FIN,14009.46,15.12,4.4974
1969,FIN,15362.49,16.54,4.8613
1970,FIN,16572.53,17.44,5.0837
1971,FIN,16941.06,18.29,5.2189
1972,FIN,18141.4,19.68,5.5422
1973,FIN,19300.21,20.85,5.8062
1974,FIN,19818.69,21.51,5.9013
1975,FIN,20089.03,22.85,6.0988
1976,FIN,20097.22,23.18,6.0817
1977,FIN,20089.24,23.76,6.1245
1978,FIN,20616.62,24.61,6.2698
1979,FIN,22028.37,26.14,6.6208
1980,FIN,23143.6,27.06,6.8335
1981,FIN,23348.0,27.07,6.7958
1982,FIN,23939.51,27.85,6.9322
1983,FIN,24538.69,28.98,7.1222
1984,FIN,25198.25,29.89,7.2744
1985,FIN,25983.93,30.91,7.4573
1986,FIN,26613.09,32.19,7.6631
1987,FIN,27486.78,32.87,7.7901
1988,FIN,28836.61,34.39,8.0906
1989,FIN,30194.31,35.73,8.3468
1990,FIN,30262.58,36.59,8.4023
1991,FIN,28326.15,36.87,8.2106
1992,FIN,27239.14,38.21,8.2806
1993,FIN,26928.51,40.29,8.5462
1994,FIN,27875.2,42.08,8.8976
1995,FIN,28939.76,42.82,9.104
1996,FIN,29902.68,43.69,9.3055
1997,FIN,31702.62,45.04,9.6422
1998,FIN,33343.81,46.85,10.0149
1999,FIN,34723.27,47.92,10.2353
2000,FIN,36652.05,50.0,10.6433
2001,FIN,37523.14,50.96,10.7824
2002,FIN,38071.25,51.42,10.8215
2003,FIN,38741.74,52.52,10.9746
2004,FIN,40171.22,54.29,11.2885
2005,FIN,41147.04,55.31,11.4496
2006,FIN,42640.02,56.65,11.6979
2007,FIN,44709.48,58.5,12.0651
2008,FIN,44850.54,57.82,11.8944
2009,FIN,41032.18,55.24,11.1451
2010,FIN,42146.05,57.16,11.4644
2011,FIN,43020.06,57.96,11.6053
2012,FIN,42217.48,57.04,11.3644
2013,FIN,41644.5,57.22,11.3009
2014,FIN,41314.04,57.36,11.2608
2015,FIN,41402.21,57.8,11.2991
2016,FIN,42451.58,59.19,11.5438
2017,FIN,43704.21,60.67,11.8002
2018,FIN,44138.21,59.96,11.6804
2019,FIN,44635.1,59.91,11.6505
2020,FIN,43512.25,59.95,11.5149
2021,FIN,44803.92,60.4,11.6311
2022,FIN,45400.88,60.98,11.7113
1890,FRA,4105.47,2.79,1.182
1891,FRA,4149.17,2.8,1.1807
1892,FRA,4235.72,2.84,1.1948
1893,FRA,4074.76,2.76,1.1508
1894,FRA,4470.13,2.99,1.2488
1895,FRA,4377.58,2.93,1.2177
1896,FRA,4514.46,3.01,1.2469
1897,FRA,4382.02,2.93,1.2093
1898,FRA,4639.32,3.09,1.2738
1899,FRA,4801.32,3.19,1.3095
1900,FRA,4860.8,3.22,1.3175
1901,FRA,4618.43,3.08,1.2517
1902,FRA,4559.4,3.07,1.2364
1903,FRA,4708.1,3.17,1.2741
1904,FRA,4797.98,3.24,1.2964
1905,FRA,4916.38,3.35,1.3295
1906,FRA,4844.47,3.31,1.3088
1907,FRA,5231.48,3.58,1.41
1908,FRA,5209.39,3.59,1.4044
1909,FRA,5371.66,3.71,1.4469
1910,FRA,5109.42,3.56,1.3783
1911,FRA,5627.68,3.92,1.5111
1912,FRA,6092.32,4.26,1.6313
1913,FRA,6038.16,4.25,1.6133
1914,FRA,5061.73,3.55,1.342
1915,FRA,4455.32,3.05,1.1484
1916,FRA,5104.74,3.43,1.295
1917,FRA,5055.46,3.34,1.2639
1918,FRA,4330.74,2.8,1.0629
1919,FRA,4774.29,3.09,1.1807
1920,FRA,5099.35,3.41,1.2946
1921,FRA,4843.26,3.45,1.2879
1922,FRA,5803.14,4.22,1.5664
1923,FRA,6071.86,4.64,1.6987
1924,FRA,6733.54,5.4,1.9494
1925,FRA,6774.68,5.72,2.0237
1926,FRA,7001.67,6.2,2.1548
1927,FRA,6853.01,6.21,2.1283
1928,FRA,7252.63,6.6,2.2523
1929,FRA,7863.35,7.06,2.4069
1930,FRA,7586.34,7.01,2.3567
1931,FRA,7245.8,7.16,2.3414
1932,FRA,6606.07,7.09,2.2456
1933,FRA,6797.38,7.09,2.2585
1934,FRA,6557.14,6.97,2.2018
1935,FRA,6392.63,6.89,2.1619
1936,FRA,6480.51,6.91,2.1727
1937,FRA,6628.0,8.0,2.4207
1938,FRA,6459.97,7.86,2.37
1939,FRA,6725.01,8.12,2.4518
1940,FRA,5305.78,6.24,1.898
1941,FRA,5131.25,5.81,1.7871
1942,FRA,5164.59,5.8,1.8053
1943,FRA,5150.08,5.7,1.7982
1944,FRA,3942.51,3.91,1.2876
1945,FRA,4848.82,4.61,1.5669
1946,FRA,6472.85,5.89,2.0623
1947,FRA,6817.3,6.09,2.1466
1948,FRA,7643.72,6.87,2.415
1949,FRA,8052.05,7.53,2.5992
1950,FRA,8644.62,8.19,2.8122
1951,FRA,9071.89,8.58,2.928
1952,FRA,9284.63,8.88,3.0056
1953,FRA,9536.85,9.32,3.1238
1954,FRA,9993.72,9.81,3.2742
1955,FRA,10430.32,10.36,3.4365
1956,FRA,10842.92,11.12,3.6419
1957,FRA,11315.66,11.85,3.8405
1958,FRA,11492.91,12.28,3.9384
1959,FRA,11678.44,12.7,4.029
1960,FRA,12488.59,13.65,4.2913
1961,FRA,12938.78,14.47,4.4888
1962,FRA,13632.53,15.26,4.6963
1963,FRA,14280.31,16.07,4.8978
1964,FRA,15029.78,16.8,5.0826
1965,FRA,15574.62,17.59,5.2485
1966,FRA,16225.74,18.44,5.4298
1967,FRA,16874.85,19.59,5.6629
1968,FRA,17495.03,20.73,5.8778
1969,FRA,18598.43,22.68,6.293
1970,FRA,19584.18,23.95,6.5539
1971,FRA,20430.72,25.14,6.7807
1972,FRA,21163.55,26.83,7.0806
1973,FRA,22326.52,28.38,7.3858
1974,FRA,23135.37,29.83,7.6239
1975,FRA,22807.08,30.19,7.5505
1976,FRA,23705.35,30.81,7.6582
1977,FRA,24415.66,32.25,7.892
1978,FRA,25275.99,33.91,8.1781
1979,FRA,26059.28,34.95,8.3481
1980,FRA,26334.4,35.52,8.3931
1981,FRA,26465.73,36.35,8.4681
1982,FRA,26965.95,38.71,8.8305
1983,FRA,27153.61,39.65,8.9364
1984,FRA,27430.68,40.62,9.0615
1985,FRA,27737.09,42.25,9.296
1986,FRA,28240.85,43.18,9.4419
1987,FRA,28807.55,43.61,9.5134
1988,FRA,30000.52,45.01,9.7923
1989,FRA,31117.84,46.62,10.081
1990,FRA,31852.87,47.74,10.2467
1991,FRA,32026.22,48.34,10.276
1992,FRA,32377.5,49.5,10.4122
1993,FRA,32034.58,49.96,10.383
1994,FRA,32668.45,50.99,10.5437
1995,FRA,33236.2,52.26,10.7319
1996,FRA,33586.22,52.83,10.7992
1997,FRA,34248.98,53.7,10.9424
1998,FRA,35347.37,55.03,11.1935
1999,FRA,36369.12,55.82,11.3572
2000,FRA,37537.95,57.3,11.6262
2001,FRA,38004.74,58.37,11.7638
2002,FRA,38157.57,60.08,11.9601
2003,FRA,38200.15,60.42,11.9612
2004,FRA,38993.38,61.09,12.0788
2005,FRA,39344.65,61.63,12.1352
2006,FRA,40028.7,63.17,12.3545
2007,FRA,40746.93,62.87,12.3187
2008,FRA,40623.92,62.47,12.1833
2009,FRA,39254.96,61.83,11.9072
2010,FRA,39823.63,62.63,12.0262
2011,FRA,40498.23,63.26,12.1296
2012,FRA,40426.3,63.46,12.1085
2013,FRA,40449.87,64.32,12.1868
2014,FRA,40638.84,64.94,12.2514
2015,FRA,40925.17,65.47,12.3122
2016,FRA,41218.74,65.65,12.3279
2017,FRA,41983.87,67.04,12.5429
2018,FRA,42556.2,67.31,12.5906
2019,FRA,43140.01,67.57,12.633
2020,FRA,39640.11,67.92,12.3091
2021,FRA,42210.29,66.9,12.3808
2022,FRA,43119.42,65.8,12.2696
1890,GBR,6053.01,5.97,2.9045
1891,GBR,6002.25,6.0,2.9035
1892,GBR,5807.69,5.96,2.8595
1893,GBR,5753.98,5.97,2.8536
1894,GBR,6083.37,6.27,2.9982
1895,GBR,6217.46,6.32,3.031
1896,GBR,6415.05,6.35,3.0644
1897,GBR,6437.63,6.36,3.0678
1898,GBR,6685.57,6.57,3.1622
1899,GBR,6895.8,6.71,3.2259
1900,GBR,6782.35,6.62,3.1654
1901,GBR,6719.81,6.6,3.1346
1902,GBR,6832.88,6.75,3.1853
1903,GBR,6703.53,6.67,3.121
1904,GBR,6685.91,6.75,3.1273
1905,GBR,6825.62,6.81,3.1557
1906,GBR,6992.64,6.88,3.1903
1907,GBR,7064.35,6.96,3.2167
1908,GBR,6717.99,6.91,3.1512
1909,GBR,6810.6,6.99,3.1967
1910,GBR,6961.98,6.93,3.2016
1911,GBR,7110.13,6.95,3.2297
1912,GBR,7189.93,7.02,3.2592
1913,GBR,7429.7,7.14,3.329
1914,GBR,7438.82,7.23,3.3592
1915,GBR,7984.94,7.56,3.5343
1916,GBR,8130.06,7.59,3.5674
1917,GBR,8185.38,7.55,3.5735
1918,GBR,8243.21,7.5,3.5707
1919,GBR,7354.0,7.01,3.2921
1920,GBR,6867.05,7.45,3.364
1921,GBR,6702.83,8.09,3.4527
1922,GBR,7001.47,8.37,3.5754
1923,GBR,7186.85,8.38,3.6003
1924,GBR,7430.3,8.63,3.7045
1925,GBR,7767.85,8.95,3.8352
1926,GBR,7453.21,8.66,3.6845
1927,GBR,8025.21,9.01,3.8604
1928,GBR,8088.67,9.08,3.8795
1929,GBR,8309.65,9.22,3.9343
1930,GBR,8215.35,9.28,3.9203
1931,GBR,7758.67,8.96,3.7365
1932,GBR,7773.53,9.32,3.8324
1933,GBR,7968.62,9.62,3.9425
1934,GBR,8466.97,9.97,4.1162
1935,GBR,8756.12,10.14,4.2003
1936,GBR,9112.71,10.31,4.2842
1937,GBR,9388.2,10.32,4.3044
1938,GBR,9461.93,10.19,4.246
1939,GBR,9455.82,9.54,4.036
1940,GBR,10352.12,8.75,3.8792
1941,GBR,11296.84,9.19,4.1075
1942,GBR,11534.19,8.6,3.9485
1943,GBR,11692.49,8.57,3.9693
1944,GBR,11181.66,9.3,4.211
1945,GBR,10654.3,10.06,4.4603
1946,GBR,10185.02,10.87,4.7109
1947,GBR,9972.23,11.55,4.8705
1948,GBR,10185.47,11.72,4.9318
1949,GBR,10502.64,12.1,5.0568
1950,GBR,10734.85,11.7,4.9154
1951,GBR,11097.35,11.91,4.9716
1952,GBR,11234.43,12.28,5.0452
1953,GBR,11821.56,12.87,5.2484
1954,GBR,12295.08,13.22,5.3577
1955,GBR,12730.09,13.6,5.4605
1956,GBR,12885.74,13.8,5.4666
1957,GBR,13079.05,14.16,5.5171
1958,GBR,13199.45,14.67,5.591
1959,GBR,13669.16,15.12,5.695
1960,GBR,14421.62,15.83,5.9048
1961,GBR,14698.98,16.32,5.9815
1962,GBR,14734.9,16.67,5.98
1963,GBR,15335.75,17.52,6.1763
1964,GBR,16088.8,18.28,6.3693
1965,GBR,16326.31,18.69,6.3967
1966,GBR,16491.05,19.4,6.4826
1967,GBR,16857.77,20.37,6.6736
1968,GBR,17694.0,21.68,6.9883
1969,GBR,17962.27,22.17,7.0415
1970,GBR,18375.38,23.37,7.2672
1971,GBR,18918.73,24.9,7.5578
1972,GBR,19676.87,26.37,7.8591
1973,GBR,20913.59,26.85,8.0106
1974,GBR,20389.29,26.66,7.8051
1975,GBR,20092.4,26.44,7.6334
1976,GBR,20680.82,27.62,7.8544
1977,GBR,21198.91,28.56,8.0188
1978,GBR,22094.89,29.93,8.3108
1979,GBR,22897.95,30.87,8.5084
1980,GBR,22396.97,31.17,8.4391
1981,GBR,22209.5,33.03,8.7043
1982,GBR,22679.52,34.02,8.8903
1983,GBR,23626.52,35.81,9.2763
1984,GBR,24122.8,35.49,9.2206
1985,GBR,25058.86,35.89,9.3375
1986,GBR,25789.01,36.84,9.5241
1987,GBR,27122.33,38.2,9.8501
1988,GBR,28620.66,38.12,9.9156
1989,GBR,29275.58,38.28,9.9119
1990,GBR,29407.44,38.71,9.8915
1991,GBR,28981.27,39.49,9.8801
1992,GBR,29023.73,41.37,10.1247
1993,GBR,29679.89,42.88,10.3679
1994,GBR,30742.54,43.92,10.5769
1995,GBR,31432.29,44.54,10.6656
1996,GBR,31955.38,44.96,10.7017
1997,GBR,33315.15,46.17,10.9566
1998,GBR,34272.38,47.28,11.1659
1999,GBR,35179.64,48.32,11.3498
2000,GBR,36493.8,50.19,11.7061
2001,GBR,37137.96,50.7,11.7709
2002,GBR,37634.52,51.8,11.9215
2003,GBR,38633.5,53.21,12.1661
2004,GBR,39333.01,53.88,12.2634
2005,GBR,40073.06,54.34,12.3376
2006,GBR,40660.17,55.24,12.4595
2007,GBR,41367.87,56.02,12.5778
2008,GBR,40966.63,56.06,12.4761
2009,GBR,38844.27,54.71,12.0147
2010,GBR,39471.86,56.23,12.2886
2011,GBR,39562.32,56.25,12.2743
2012,GBR,39870.76,55.87,12.2183
2013,GBR,40342.41,56.14,12.2757
2014,GBR,41316.79,56.27,12.359
2015,GBR,41972.22,57.28,12.5352
2016,GBR,42529.59,57.06,12.507
2017,GBR,43310.21,58.09,12.6733
2018,GBR,43786.1,58.37,12.6931
2019,GBR,44248.13,58.64,12.7138
2020,GBR,39200.51,59.29,12.294
2021,GBR,42009.67,58.28,12.3682
2022,GBR,43448.9,58.73,12.526
1890,GRC,5921.87,5.75,2.1208
1891,GRC,5110.01,4.97,1.8324
1892,GRC,5276.97,5.13,1.8959
1893,GRC,5559.09,5.41,2.0009
1894,GRC,5627.47,5.47,2.0281
1895,GRC,5358.29,5.21,1.9334
1896,GRC,5824.66,5.66,2.1039
1897,GRC,4896.4,4.77,1.771
1898,GRC,5233.85,5.09,1.897
1899,GRC,5288.81,5.15,1.9209
1900,GRC,4674.35,4.56,1.7009
1901,GRC,4449.25,4.34,1.622
1902,GRC,5661.74,5.53,2.0686
1903,GRC,5495.14,5.37,2.0087
1904,GRC,5755.67,5.63,2.1048
1905,GRC,5859.52,5.74,2.1437
1906,GRC,5748.31,5.64,2.1036
1907,GRC,5788.23,5.69,2.1192
1908,GRC,5717.88,5.63,2.0943
1909,GRC,5789.63,5.7,2.1216
1910,GRC,5727.15,5.65,2.0994
1911,GRC,7096.17,7.05,2.6128
1912,GRC,6840.2,6.79,2.5104
1913,GRC,4066.89,4.04,1.4878
1914,GRC,5155.07,5.12,1.8915
1915,GRC,3894.03,3.88,1.4337
1916,GRC,3287.52,3.28,1.2172
1917,GRC,2849.23,2.85,1.0624
1918,GRC,4769.59,5.08,1.8689
1919,GRC,4219.71,4.77,1.728
1920,GRC,4711.06,5.33,1.9404
1921,GRC,6159.46,6.99,2.5632
1922,GRC,6248.48,7.1,2.6059
1923,GRC,6199.68,7.05,2.5987
1924,GRC,6425.5,7.32,2.6897
1925,GRC,6731.32,7.69,2.8056
1926,GRC,6761.62,7.74,2.8226
1927,GRC,6792.01,7.79,2.8397
1928,GRC,6749.39,7.82,2.8362
1929,GRC,6995.7,8.09,2.9292
1930,GRC,6664.76,7.72,2.7856
1931,GRC,6212.46,7.2,2.5942
1932,GRC,6583.14,7.63,2.7495
1933,GRC,6810.42,7.94,2.8566
1934,GRC,6777.31,7.93,2.8513
1935,GRC,6842.78,8.03,2.8828
1936,GRC,6683.31,7.84,2.8115
1937,GRC,7442.77,8.74,3.133
1938,GRC,7105.78,8.34,2.9852
1939,GRC,6908.85,8.08,2.8937
1940,GRC,5723.42,6.8,2.4238
1941,GRC,4771.13,5.78,2.0543
1942,GRC,4032.68,4.89,1.7396
1943,GRC,3408.64,4.14,1.4728
1944,GRC,2871.82,3.5,1.2472
1945,GRC,2400.16,2.92,1.0475
1946,GRC,3503.06,4.26,1.5413
1947,GRC,4388.55,5.34,1.9425
1948,GRC,4350.17,5.28,1.935
1949,GRC,4458.13,5.42,1.9884
1950,GRC,4744.19,5.7,2.0626
1951,GRC,5054.04,5.9,2.1462
1952,GRC,4976.58,5.65,2.0706
1953,GRC,5537.55,6.12,2.2573
1954,GRC,5600.06,6.01,2.2261
1955,GRC,5914.75,6.16,2.2868
1956,GRC,6315.36,6.38,2.3651
1957,GRC,6618.96,6.73,2.4639
1958,GRC,6795.49,6.96,2.519
1959,GRC,6900.61,7.15,2.5533
1960,GRC,7080.41,7.39,2.6081
1961,GRC,7951.99,8.37,2.9133
1962,GRC,7933.59,8.53,2.9077
1963,GRC,8840.47,9.72,3.2438
1964,GRC,9637.32,10.82,3.5499
1965,GRC,10625.25,12.12,3.9053
1966,GRC,11232.13,13.08,4.1259
1967,GRC,11772.66,14.06,4.3353
1968,GRC,12538.89,15.32,4.6311
1969,GRC,13937.83,17.22,5.0924
1970,GRC,15147.95,19.15,5.5054
1971,GRC,16265.53,20.58,5.8135
1972,GRC,17801.24,22.54,6.2547
1973,GRC,19155.55,24.1,6.543
1974,GRC,17856.22,22.51,5.9678
1975,GRC,18816.83,23.91,6.2771
1976,GRC,19840.74,25.23,6.5638
1977,GRC,20114.93,25.74,6.6264
1978,GRC,21293.32,27.47,6.9715
1979,GRC,21720.48,28.07,7.0173
1980,GRC,21652.2,27.88,6.8772
1981,GRC,21127.35,26.2,6.4797
1982,GRC,20757.8,26.18,6.4033
1983,GRC,20415.0,25.82,6.2762
1984,GRC,20722.44,27.31,6.5144
1985,GRC,21161.06,27.08,6.4984
1986,GRC,21200.48,27.28,6.5084
1987,GRC,20651.04,27.24,6.4217
1988,GRC,21459.23,28.1,6.6165
1989,GRC,22157.78,28.47,6.7213
1990,GRC,22002.82,28.41,6.6792
1991,GRC,22494.5,29.38,6.8633
1992,GRC,22487.32,28.79,6.7445
1993,GRC,22006.19,27.82,6.5274
1994,GRC,22344.89,28.31,6.6271
1995,GRC,22753.38,28.9,6.7495
1996,GRC,23301.68,29.91,6.9585
1997,GRC,24226.7,31.4,7.2729
1998,GRC,25031.19,31.24,7.3083
1999,GRC,25701.66,32.25,7.4998
2000,GRC,26600.13,33.36,7.7227
2001,GRC,27555.45,34.72,7.9915
2002,GRC,28531.71,35.35,8.136
2003,GRC,30112.94,36.92,8.4826
2004,GRC,31558.8,38.04,8.7255
2005,GRC,31654.87,36.96,8.5032
2006,GRC,33343.87,38.55,8.8599
2007,GRC,34347.86,39.55,9.0414
2008,GRC,34142.0,39.01,8.8627
2009,GRC,32587.86,37.99,8.5258
2010,GRC,30762.72,37.64,8.2935
2011,GRC,27681.43,34.99,7.6223
2012,GRC,25859.3,33.18,7.1992
2013,GRC,25392.13,32.43,7.0579
2014,GRC,25683.51,32.22,7.0668
2015,GRC,25802.45,33.38,7.27
2016,GRC,25783.81,32.0,7.0764
2017,GRC,26117.0,32.44,7.1963
2018,GRC,26606.68,31.31,7.077
2019,GRC,27136.66,31.93,7.2395
2020,GRC,24746.3,32.76,7.1906
2021,GRC,26980.23,32.3,7.3209
2022,GRC,28744.32,32.4,7.4786
1890,IRL,3535.07,1.8,1.606
1891,IRL,3585.94,1.83,1.6293
1892,IRL,3643.93,1.87,1.6523
1893,IRL,3687.81,1.9,1.6759
1894,IRL,3724.89,1.94,1.6997
1895,IRL,3771.34,1.97,1.7222
1896,IRL,3809.13,2.01,1.7449
1897,IRL,3842.13,2.04,1.7665
1898,IRL,3875.3,2.08,1.7877
1899,IRL,3912.12,2.11,1.8069
1900,IRL,3963.34,2.15,1.8229
1901,IRL,4004.65,2.19,1.8367
1902,IRL,4039.1,2.23,1.8509
1903,IRL,4068.26,2.26,1.861
1904,IRL,4097.56,2.3,1.8739
1905,IRL,4127.0,2.34,1.8871
1906,IRL,4147.12,2.38,1.8998
1907,IRL,4176.73,2.42,1.9135
1908,IRL,4206.48,2.47,1.9312
1909,IRL,4217.06,2.51,1.946
1910,IRL,4246.9,2.55,1.9707
1911,IRL,4271.02,2.6,1.9955
1912,IRL,4297.14,2.66,2.0296
1913,IRL,4337.25,2.73,2.0667
1914,IRL,4331.47,2.81,2.0998
1915,IRL,4355.96,2.88,2.125
1916,IRL,4339.99,2.96,2.1495
1917,IRL,4313.82,3.04,2.1693
1918,IRL,4277.63,3.12,2.194
1919,IRL,4183.11,3.21,2.2271
1920,IRL,4147.88,3.31,2.259
1921,IRL,4131.73,3.34,2.2391
1922,IRL,5914.33,4.8,3.1633
1923,IRL,6067.62,5.13,3.3172
1924,IRL,6012.47,5.26,3.3308
1925,IRL,5999.4,5.42,3.3479
1926,IRL,6008.3,5.62,3.3786
1927,IRL,6005.17,5.66,3.338
1928,IRL,6195.5,5.88,3.4025
1929,IRL,6391.82,6.12,3.4779
1930,IRL,6594.7,6.28,3.5195
1931,IRL,6765.62,6.44,3.5656
1932,IRL,6939.69,6.62,3.6234
1933,IRL,6737.32,6.44,3.493
1934,IRL,6539.04,6.26,3.35
1935,IRL,6729.88,6.43,3.3841
1936,IRL,6926.38,6.59,3.4192
1937,IRL,7127.77,6.76,3.4521
1938,IRL,6904.38,6.55,3.2965
1939,IRL,7128.22,6.71,3.3478
1940,IRL,7127.55,6.72,3.3269
1941,IRL,7127.35,6.75,3.3259
1942,IRL,7127.49,6.64,3.255
1943,IRL,7127.15,6.55,3.2021
